	Time	Distance	Distance_m	Distance_M
91	57750	1.0362557416320368	1.032858652443013	1.0396752507255427
92	58250	1.0362557416320368	1.032858652443013	1.0396752507255427
93	58750	1.0362557416320368	1.032858652443013	1.0396752507255427
94	59250	1.0362557416320368	1.032858652443013	1.0396752507255427
95	59750	1.0362557416320368	1.032858652443013	1.0396752507255427
96	60250	1.0362557416320368	1.032858652443013	1.0396752507255427
97	60750	1.0362557416320368	1.032858652443013	1.0396752507255427
98	61250	1.0362557416320368	1.032858652443013	1.0396752507255427
99	61750	1.0362557416320368	1.032858652443013	1.0396752507255427
100	62250	1.0362557416320368	1.032858652443013	1.0396752507255427
101	62750	1.0362557416320368	1.032858652443013	1.0396752507255427
